AD1	AD4	AD5	AD6	AD7	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
6073.638811	2758.471773	1457.179832	2287.682283	1020.892566	451.5681791	408.8589889	1499.975916	3699.010736	1901.007448	326.2862151	2632.062446	1684.805609	82.01653821	3302.697856	880.8237186	206.0694807	2488.949529
13941.00849	14582.82473	11451.76421	6813.054548	6054.246039	6653.862023	6092.829551	8845.222036	12226.77876	8161.821002	8475.355595	9210.433421	10385.11726	6510.624392	8186.789128	7985.759961	4486.750078	11867.09829
72.20754389	324.9765406	192.6863471	276.6995992	334.2055825	381.1213656	383.9786354	601.1943141	997.3985242	506.5314676	359.5593436	365.9392334	206.1036362	571.8106996	501.6061495	97.55317176	264.8457499	485.7000525
160.3096088	694.8414643	421.1517722	563.9985675	676.0838635	750.7465982	774.5089558	1181.808954	1971.146672	1037.981153	733.1213394	761.7309299	445.7572123	1121.07392	1022.854696	214.547972	537.2391179	1019.05987
1317.033971	1643.886269	6045.825268	1951.973863	2303.153409	2158.482297	2793.209607	3180.295991	5457.05931	4945.001059	2242.047456	3177.39199	2126.884803	2534.12605	3521.03069	2541.436046	1688.424547	4079.200849
11.91569342	63.75413175	0	0	0	43.25452086	0	0	0	0	0	0	0	0	0	0	0	0
3623.272763	6702.589094	5799.385572	5369.494735	3099.143595	4770.617046	8384.939035	7058.184529	6885.496089	7802.559557	5256.533223	2886.043682	479.3302235	83.76115779	5379.670238	4530.516259	6610.089543	571.0532208
4725.049254	4628.408224	5887.947942	2127.829686	2672.987506	2587.441585	3350.283383	3665.028292	6119.849211	5882.093606	3275.585961	3694.571348	3257.89619	3388.891842	4327.114331	3320.677701	2450.121802	4889.364597
12326.13663	12851.28329	14034.17431	7373.705331	6284.108337	9200.337701	7653.08973	9234.331874	13577.69932	9629.525159	14267.00741	8958.911116	10516.32288	19821.82223	9308.025294	10246.5083	8004.109239	22468.82695
15456.0415	17520.64825	17418.06245	9071.309976	7830.656552	9364.291457	11535.65243	12672.38201	17339.07716	14106.73829	12220.96647	10620.30309	12186.09173	15199.6007	12380.95382	11548.56965	9241.32752	20267.71571
7550.056573	7692.755316	7933.950342	3049.916203	3030.964936	2608.56519	3149.537893	4008.912321	7834.861657	5001.448627	2929.408242	4198.10676	7097.374292	3401.26373	5724.085319	4030.020156	2240.844489	7001.267615
0	0	24.28125	89.4533486	77.95498392	103.2034105	90.01865672	33.17617866	14.71398305	71.74311927	39.89495798	54.10810811	31.01265823	30.41871921	15.71788413	31.86940299	57.69230769	31.80434783
24.66178358	23.8354457	80.37645308	156.2073181	6.388371815	51.41928215	0	40.28091935	31.0370181	0	20.66217777	85.81165432	75.69206123	15.12901792	133.2778188	11.17192792	31.58764969	70.9523911
11774.77032	15437.98479	16649.88867	10212.09642	7463.812533	11123.99052	13126.90974	13050.8467	15247.26347	13343.15608	15772.3027	9645.472577	10522.44071	19119.70517	11157.33064	11894.28508	11661.53961	21856.64894
14867.15508	14595.26562	10459.9152	4960.919004	5102.980356	4404.600302	4794.558177	6909.226648	13432.23698	7823.185427	4484.728927	8384.993381	11445.43072	5822.505502	8770.481509	6521.662075	3368.169355	12056.14038
