Group	AD	AD	AD	AD	AP	AP	AP	AP	AP	AP	CON	CON	CON	CON	CON	CON
Taxon	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Lachnospiraceae_bacterium	0	0.002087994	0	0	0	0	0.000298285	0	0	0	0	0	0.000671141	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0.001491424	0	0	0.000820283	0	0	0	0	0	0.000894855	0.000671141	0	0.001565996	0	0	0.00186428
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis	0.007084265	0.001789709	0.004175988	0.003355705	0.046830723	0.026174497	0.03616704	0.02699478	0.081655481	0.032289336	0.005592841	0	0.229381059	0.072483221	0.080089485	0.00365399
d__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus	0	0	0	0	0	0	0	0	0	0	0.000447427	0.001118568	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0.000521999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000372856
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0.001043997	0	0	0	0	0	0	0	0	0.003281133	0.007233408	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0.000671141	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter	0.000969426	0	0	0	0	0	0.000969426	0.001118568	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0	0.001565996	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0.002833706	0.001789709	0	0.000521999	0.000372856	0.001193139	0.001640567	0.001118568	0	0.002535421	0.001118568	0.00059657	0.000521999	0.000820283	0.000298285	0.000372856
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0.005592841	0	0	0	0.000372856	0	0	0.002087994	0.00186428	0	0.001193139	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0.000894855	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0.016480239	0.009694258	0.006636838	0.007233408	0.01103654	0.007904549	0.005667412	0.011260254	0.007755406	0.006636838	0.006413125	0.014317673	0.009321402	0.011931394	0.013348248
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured|s__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.006562267	0.008351976	0.007829978	0.013721104	0.018269948	0.033855332	0.017076808	0.008650261	0.016032811	0.0049217	0.008053691	0.006338553	0.004399702	0.005070843	0.007307979
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__ASF356|s__uncultured_bacterium	0	0	0	0	0.000671141	0	0	0	0	0	0	0	0.000894855	0.002013423	0	0.000447427
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_nodatum_group	0	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0.000969426	0	0	0	0	0.002982849	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0.000671141	0	0	0	0.000894855	0.000820283	0.002311708	0.000894855
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0.000149142	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0.045041014	0.007084265	0.003952274	0.009992543	0.010887397	0.01841909	0.020059657	0.023489933	0.008799403	0.008873975	0.002535421	0.008650261	0.005592841	0.004026846	0.005965697	0.002386279
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0.000894855	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__uncultured_bacterium	0	0	0	0	0	0	0	0.001789709	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0.000149142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_UCG-001|s__uncultured_bacterium	0	0	0.000521999	0	0	0	0	0	0	0.000298285	0.000298285	0	0.000820283	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066575|s__uncultured_bacterium	0	0	0	0	0	0.000820283	0	0	0	0	0.003281133	0	0	0	0	0.000521999
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0.00432513	0	0.001491424	0	0.005741984	0.002386279	0	0	0.001715138	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0.000298285	0	0	0	0	0.002982849	0	0	0	0	0	0	0	0	0.00551827
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcaceae|s__uncultured_bacterium	0	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0.002982849	0	0	0.003877703	0.004175988	0.005070843	0	0	0.001118568	0.001043997	0	0.002087994	0.002013423	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__ASF356|s__uncultured_bacterium	0	0.003281133	0.001342282	0	0.001267711	0	0.001118568	0	0	0.002684564	0.002684564	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus|s__uncultured_bacterium	0	0.000820283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-001|s__uncultured_bacterium	0	0	0	0	0	0.002237136	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus	0	0	0	0	0	0	0	0.003430276	0	0.000969426	0.001193139	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.000969426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.010589113	0	0.003877703	0	0	0.002087994	0.002833706	0	0.000894855	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001193139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.000298285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__mouse_gut	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0.000820283	0.001118568	0.006636838	0.002087994	0	0.001565996	0	0	0	0.003430276	0	0.000372856
d__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Jeotgalicoccus	0	0	0	0	0.00059657	0.001267711	0.000149142	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447427
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__unidentified	0	0.001342282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000969426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured|s__uncultured_bacterium	0	0.002609993	0	0	0.000372856	0	0.002833706	0.001491424	0.000820283	0.00186428	0	0	0.003281133	0.001491424	7.46E-05	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0.004772558	0.000894855	0	0.001640567	0.002535421	0	0.001193139	0.003206562	0	0.001193139	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.001565996	0.000521999	0	0.000671141	0.001118568	0.000671141	0.002311708	0.000820283	0.002013423	0.001043997	0.000894855	0	0.001193139	0	0.000298285
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-006	0	0	0.000223714	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001043997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298285
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745712	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__uncultured_bacterium	0	0.000671141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.001118568	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745712
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.014988814	0	0	0	0	0	0	0	0	0	0.013049963	0	0.008426547	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0.001938852	0	0	0.000521999	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0.006935123	0	0	0	0.00246085	0	0	0.006189411	0	0	0	0	0	0.001416853	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0.002237136	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli	0.017747949	0.055704698	0.007680835	0.014541387	0.022967934	0.013348248	0.022222222	0.019164802	0.040417599	0.014019389	0	0	0.013348248	0.017598807	0.006711409	0.004101417
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.002908277	0	0	0	0.000372856	0.000298285	0	0	0.000820283	0.001938852	0	0	0	0	0.000820283
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745712	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001	0.000521999	0	0	0	0	0	0	0	0	0	0	0	0.001043997	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0	0.000894855	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0.002759135	0	0	0	0	0	0.000820283	0	0	0	0	0.000521999	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0	0	0
d__Bacteria|p__Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured|s__unidentified	0.000671141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0.000223714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.001043997	0	0.001938852	0.001416853	0	0.001491424
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__uncultured_bacterium	0	0	0	0	0	0	0.005443699	0	0	0.000223714	0.002013423	0.009023117	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured|s__unidentified	0	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0.003355705	0	0	0.00305742	0.003206562	0.002162565	0.002162565	0	0	0.002311708	0	0.004026846	0.003728561	0	0.001640567
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0.001118568	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus	0	0.00305742	0.002609993	0.010141685	0.019761372	0.020059657	0.005816555	0.016405667	0.004772558	0.010887397	0.002609993	0.014243102	0.001267711	0.004548844	0.003430276	0.004250559
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0.002759135	0	0	0	0.00611484	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.014914243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0	0	0	0	0	0.001342282	0	0	0.000447427	0.002087994	0.00246085
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214_group|s__uncultured_bacterium	0.001043997	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0.008948546	0	0	0	0.004474273	0.002162565	0	0.006785981	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0.004026846	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.001342282	0	0.000223714	0.00059657	0.000820283	0.001640567	0.001118568	0.000372856	0.001565996	0	0	0.000521999	0	0.000223714	0.000223714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0.001342282	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010|g__UCG-010|s__unidentified	0	0	0	0	0	0.001118568	0.000671141	0	0.000298285	0.001416853	0.000447427	0	0	0.000671141	0	0.000298285
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-001|s__uncultured_bacterium	0	0.001715138	0	0.000969426	0	0.009395973	0.009470544	0.004623415	0.002311708	0.002908277	0.002684564	0.003579418	0.000521999	0.001342282	0.002162565	0.00432513
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0	0	0.001267711	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.001043997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.002237136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0.000149142	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0	0	0	0	0	0	0	0	0	0.000671141	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0.052050708	0.000447427	0.024906786	0.014765101	0.012005966	0	0.0049217	0.003430276	0.008873975	0.011782252	0.016032811	0.001640567	0.021774795	0.018493661	0.022371365	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-006|s__uncultured_bacterium	0.001640567	0	0	0	0	0	0.000894855	0	0	0	0	0	0	0	0	0.00186428
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__unidentified	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.002684564	0	0	0	0	0	0	0.001043997	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0	0	0	0	0	0	0	0.001267711	0.001565996	0	0	0	0	0	0.000894855
d__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0	0.022967934	0.008128262	0.01349739	0.018120805	0.00551827	0.033706189	0.033929903	0.023266219	0	0.062043251	0.020730798	0.057196122	0.051454139	0.027442207	0.046830723
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0.001491424	0.002013423	0.002237136	0	0	0	0.002609993	0.000969426	0.003206562	0.001416853	0	0.005592841	0.004250559	0.004697987	0.001118568
d__Bacteria|p__Firmicutes|c__Bacilli	0	0	0	0	0	0	0.000521999	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__uncultured|s__unidentified	0	0.000521999	0	0	0	0	0	0	0	0	0.001118568	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0.007755406	0	0.01290082	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0.001043997	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0.001043997	0.002759135	0.001789709	0	0	0	0.002087994	0.000820283	0.001043997	0.000447427	0	0.00551827	0.002833706	0	0.000149142
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0.000223714	0	0	0	0	0.005816555	0	0.002237136	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0.000894855	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001342282	0.007307979	0.002162565	0	0.001267711	0.002833706	0.004399702	0.001640567	0	0.003728561	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0.000372856	0	0	0	0	0.000521999	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__unidentified	0	0.004474273	0.002684564	0.012677107	0.022222222	0.016181954	0.012751678	0.010738255	0.013124534	0.021700224	0.014317673	0	0.005816555	0.003504847	0.003952274	0.006785981
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001118568	0	0	0	0	0	0.002237136	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_organism	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001|s__unidentified	0	0	0	0	0	0	0	0	0	0	0.002684564	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0.002609993	0.001491424	0.000447427	0.000521999	0.000447427	0.00059657	0.001491424	7.46E-05	0.000894855	0.000372856	0.002237136	0.002908277	0.001565996	0.000820283	0.001267711
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.00857569	0	0.004399702	0.004847129	0	0.003430276	0.011334825	0.002684564	0	0.001789709	0.002162565	0.005816555	0.004101417	0.004026846	0.002908277
