"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__NK4A214_group"	" s__unidentified"	0	0.000227998176014592	0	0	0	0	0.000376789751318764	0.000935234977788169	0.000340748673514092	0	0.000107492206815006	0.000451841253106409	0.000741564701520208	0.000313788775327237	0.000339282079120581	0.000594216294731282	0.000288433804441881	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__unidentified"	0	0	0	0	0	0	0	0	0.0006328189650976	0	0	0.000451841253106409	0.00237300704486466	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.000222469410456062	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	" s__uncultured_bacterium"	0.00220053038424646	0.0056999544003648	0.000569368001518315	0.000457840518885921	0	0	0	0.000584521861117606	0.00184977851336222	0	0.000161238310222509	0.00105429625724829	0.000741564701520208	0	0	0	0	0.000537655055877722
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	" s__uncultured_organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726264360227123	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Oscillibacter"	" s__uncultured_bacterium"	0.0100998702251312	0.000866393068855449	0	0	0.00167752121570949	0	0	0	0.00116828116633403	0	0	0	0.00385613644790508	0	0	0	0	0.00103690617919275
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	" s__uncultured_bacterium"	0.00124132483213903	0.00109439124487004	0.00227747200607326	0	0.00404578646141701	0	0.0014443607133886	0.00280570493336451	0.00540330039429489	0.00354337683812673	0.00053746103407503	0.00474433315761729	0.00348535409714498	0	0.00814276989889394	0.00501782648884194	0.000432650706662821	0.00215062022351089
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__NK4A214_group"	" s__uncultured_bacterium"	0.000902781696101112	0	0	0	0	0	0	0	0	0	0	0	0.000444938820912125	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__ASF356"	" s__uncultured_Clostridiales"	0	0	0	0	0	0	0	0	0	0	0	0.00015061375103547	0	0	0	0	0	0
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313788775327237	0	0	0	0
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_Bacteroidales"	0	0.00693114455084359	0.0773391535395711	0.0459366653948874	0.0602920860469706	0.0375277572168764	0.0412584777694047	0.0575754033200842	0.0464878547437083	0.03578810606508	0.0586369988175857	0.0391595752692221	0.0156470152020764	0.0346512461897077	0.0473637782452331	0.0389541793212729	0.0464378425151428	0.0674757095126541
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__uncultured_bacterium"	0.0440106076849292	0.13187414500684	0.0336401594230404	0.0613506295307135	0.0561476218669824	0.0404885270170244	0.040756091434313	0.0518470890811316	0.0371416054130361	0.0324218980688596	0.0297753412877566	0.049401310339634	0.0223952539859103	0.0447373139680832	0.0421388342267761	0.0359830978476165	0.0429766368618402	0.0260378662775068
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	" s__unidentified"	0	0	0.00640539001708104	0.00267073636016788	0.0242747187685021	0.0120651369356033	0.0209746294900779	0.0160158989946224	0.0114394197536874	0.00950806118230674	0.0126840804041707	0.0226673695308382	0.0152762328513163	0	0.00508923118680871	0.00290505744090849	0.00374963945774445	0.00698951572641038
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Tannerellaceae"	" g__Parabacteroides"	" s__Parabacteroides_goldsteinii"	0	0	0.00322641867527045	0.00144982830980542	0.0014801657785672	0.00074019245003701	0.000502386335091685	0.000642974047229366	0.000681497347028185	0.00159451957715703	0.000591207137482532	0.000903682506212817	0.000593251761216166	0.00210686749148288	0.0025106873854923	0.000924336458470883	0.00108162676665705	0.00142094550481969
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Bacteroidaceae"	" g__Bacteroides"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.00126065999258435	0	0	0	0.00014421690222094	0
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Bacteroidaceae"	" g__Bacteroides"	" s__Bacteroides_vulgatus"	0	0	0.00882520402353388	0	0	0	0	0.000584521861117606	0.00102224602054228	0	0	0	0	0	0	0.000264096130991681	0	0
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Prevotellaceae"	" g__Prevotellaceae_UCG-001"	" s__uncultured_bacterium"	0	0	0.00156576200417537	0	0.00207223208999408	0.000888230940044412	0	0.0114566284779051	0.00778854110889354	0.00478355873147109	0.00220359023970762	0.00316288877174486	0.00222469410456062	0.00354133046440739	0.000678564158241162	0.00138650468770633	0.00230747043553504	0.00395560505395753
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Marinifilaceae"	" g__Odoribacter"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0.00438105437375262	0	0	0.000602455004141878	0.00185391175380052	0.00909987448448987	0	0	0	0
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Rikenellaceae_RC9_gut_group"	" s__uncultured_organism"	0	0	0.000996394002657051	0.00724914154902709	0.011446615354253	0.0164322723908216	0.0121200703340869	0.0223287350946925	0.0225380908338607	0.016299533455383	0.0113404278189831	0.0107688831990361	0.00363366703744902	0.0127756858526089	0.00088213340571351	0.00171662485144593	0.0108162676665705	0.00802642190560313
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Alistipes"	" s__uncultured_bacterium"	0.0779777690007335	0.0348837209302326	0.0113399126969064	0.00557039297977871	0.0352279455298994	0.0173945225758697	0.0169555388093444	0.0307458498947861	0.0322737672199776	0.0507293450658478	0.0155863699881759	0.0631824685593795	0.014386355209492	0.0288237403622019	0.0265997150030535	0.0144592631717945	0.015791750793193	0.00529974269365183
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Alistipes"	" s__Alistipes_shahii"	0	0	0	0	0	0	0	0	0	0.000472450245083565	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Patescibacteria"	" c__Saccharimonadia"	" o__Saccharimonadales"	" f__Saccharimonadaceae"	" g__Candidatus_Saccharimonas"	" s__uncultured_bacterium"	0	0	0	0	0	0	0.0014443607133886	0.00134440028057049	0.000486783819305846	0	0	0	0	0	0	0.000396144196487521	0	0.000115211797688083
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Acholeplasmatales"	" f__Acholeplasmataceae"	" g__Anaeroplasma"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0.00100395677080257	0	0.000301227502070939	0.00155728587319244	0.000313788775327237	0	0.000726264360227123	0.000288433804441881	0.000384039325626944
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__RF39"	" f__RF39"	" g__RF39"	" s__uncultured_bacterium"	0	0	0	0	0.000789421748569173	0	0.000313991459432303	0.000350713116670563	0.000486783819305846	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__RF39"	" f__RF39"	" g__RF39"	" s__unidentified"	0	0	0	0	0	0	0	0	0.000194713527722339	0	0	0.000527148128624143	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-010"	" s__uncultured_bacterium"	0	0.000136798905608755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Tuzzerella"	" s__uncultured_bacterium"	0	0.0010031919744642	0.000664262668438034	0	0	0	0	0.000584521861117606	0.0006328189650976	0.000413393964448119	0	0.00128021688380149	0.0017797552836485	0	0.0021035488905476	0	0	0.000384039325626944
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__ASF356"	" s__uncultured_bacterium"	0	0.00424076607387141	0.00474473334598596	0.00198397558183899	0.00207223208999408	0.000888230940044412	0.00326551117809596	0.0022211830722469	0.00452708951954437	0.00112206933207347	0	0.00587393629038331	0.0060808305524657	0.000403442711135019	0.00719278007735631	0.00600818698006074	0.00173060282665128	0.00403241291908291
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Peptostreptococcaceae"	" g__Peptoclostridium"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.000667408231368187	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__Anaerovorax"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0.000194713527722339	0	0	0	0	0	0.000271425663296465	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__[Eubacterium]_brachy_group"	" s__uncultured_bacterium"	0	0.000319197446420429	0.000189789333839438	0	0	0	0	0	0	0	0	0.000527148128624143	0.000593251761216166	0	0.000610707742417046	0	0	0.000115211797688083
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__Family_XIII_UCG-001"	" s__uncultured_bacterium"	0	0	0	0.000457840518885921	0	0	0	0	0	0	0	0.000225920626553204	0.000519095291064145	0	0.000949989821537626	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	" s__uncultured_bacterium"	0	4.55996352029184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68078651253888e-05
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Streptococcaceae"	" g__Streptococcus"	" s__Streptococcus_danieliae"	0.00253907352028438	0.000455996352029184	0.000474473334598596	0	0.00088809946714032	0	0	0.0022211830722469	0.0006328189650976	0.0012992381739798	0	0.000602455004141878	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelatoclostridiaceae"	" g__Erysipelatoclostridium"	" s__[Clostridium]_cocleatum"	0	0	0	0	0.000394710874284587	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelatoclostridiaceae"	" g__Erysipelatoclostridium"	" s__unidentified"	0	0	0.000284684000759157	0	0	0	0.00125596583772921	0	9.73567638611693e-05	0.000649619086989901	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelatoclostridiaceae"	" g__Erysipelatoclostridiaceae"	" s__uncultured_bacterium"	0	0.000136798905608755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelotrichaceae"	" g__Erysipelotrichaceae"	" s__uncultured_bacterium"	0.000338543136037917	0.00118559051527588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelotrichaceae"	" g__Faecalibaculum"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00818698006074211	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelotrichaceae"	" g__uncultured"	" s__unidentified"	0	0	0.00128107800341621	0	0.000986777185711466	0	0	0	0	0	0	0	0	0	0.00156069756395467	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Staphylococcales"	" f__Staphylococcaceae"	" g__Staphylococcus"	" s__Staphylococcus_lentus"	0	0	0	0.000534147272033575	0	0	0.00194674704848028	0	0	0	0	0.000753068755177348	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptococcales"	" f__Peptococcaceae"	" g__uncultured"	" s__uncultured_bacterium"	0.000338543136037917	0	0	0	0	0	0.000251193167545843	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptococcales"	" f__Peptococcaceae"	" g__uncultured"	" s__unidentified"	0	0	0.000711710001897893	0	0	0	0	0	0	0	0	0	0.00103819058212829	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__UCG-010"	" g__UCG-010"	" s__unidentified"	0	0	0	0	0.00059206631142688	0	0	0.000935234977788169	0.000778854110889354	0	0.000268730517037515	0.000903682506212817	0.000667408231368187	0	0	0.000660240327479202	0	0.000268827527938861
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Christensenellales"	" f__Christensenellaceae"	" g__Christensenellaceae"	" s__Christensenella_sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179307871615564	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__unidentified"	0	0.00118559051527588	0.000521920668058455	0	0.00167752121570949	0.000666173205033309	0.000376789751318764	0.00233808744447042	0.00194713527722339	0.00177168841906337	0.000322476620445018	0.000451841253106409	0.00148312940304042	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_vadinBB60_group"	" f__Clostridia_vadinBB60_group"	" g__Clostridia_vadinBB60_group"	" s__uncultured_bacterium"	0	0.000683994528043776	0	0	9.86777185711466e-05	0	0.000125596583772921	0.000584521861117606	0.000486783819305846	0.000708675367625347	0	0.00451841253106409	0	0.00134480903711673	0	0.000660240327479202	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Incertae_Sedis"	" s__uncultured_organism"	0	0	0	0	0	0	0.00923134890730972	0.0197568389057751	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Incertae_Sedis"	" s__uncultured_Clostridiales"	0.000564238560063195	0	0	0.000228920259442961	0	0	0	0	0	0	0	0	0	0	0.000746420574065278	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Incertae_Sedis"	" s__uncultured_bacterium"	0.00107205326412007	0	0.00118618333649649	0	0	0.000444115470022206	0	0.000116904372223521	0	0	0	0	0	0	0.00183212322725114	0.000924336458470883	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Incertae_Sedis"	" s__Clostridium_sp."	0	0	0	0	0	0	0	0.00169511339724106	0.000730175728958769	0	0	0	0.00400444938820912	0	0	0	0.00014421690222094	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Ruminococcaceae"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0.000340748673514092	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__[Eubacterium]_siraeum_group"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179307871615564	0	0.000594216294731282	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	" s__mouse_gut"	0	0	0	0	0	0	0	0	9.73567638611693e-05	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__uncultured"	" s__[Clostridium]_leptum"	0	0	0	0	0	0	0	0.000584521861117606	0	0	0	0.00165675126139016	0.000593251761216166	8.9653935807782e-05	0	0.000330120163739601	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__uncultured"	" s__uncultured_bacterium"	0	0.000410396716826265	0	0	0	0	0	0	0	0	0	0	0	0	0.00162855397977879	0	0	0.000422443258189639
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Anaerotruncus"	" s__uncultured_bacterium"	0.00349827907239181	0.00168718650250798	0.00237236667299298	0.000991987790919496	0.00029603315571344	0.000518134715025907	0	0	0.00150902983984812	0	0.000268730517037515	0.000602455004141878	0.000889877641824249	0	0.000339282079120581	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Negativibacillus"	" s__unidentified"	0.00310331208034757	0.000364797081623347	0	0	0	0	0	0	0	0.000295281403177228	0	0.000301227502070939	0.000370782350760104	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__UBA1819"	" s__uncultured_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0.000444938820912125	0	0.000407138494944697	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Ruminococcaceae"	" g__Ruminococcus"	" s__unidentified"	0	0	0	0	0	0	0.000376789751318764	0	0.00111960278440345	0.00135829445461525	0.000161238310222509	0.0143836132238873	0	0	0.000610707742417046	0	0.000504759157773291	0.000921694381504666
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	" s__uncultured_Clostridiales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135712831648232	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	" s__uncultured_bacterium"	0	0	0	0	0	0.000444115470022206	0	0	0	0.000236225122541782	0.000859937654520047	0	0	0.00112067419759727	0.00237497455384407	0.00534794665258154	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Clostridia_UCG-014"	" f__Clostridia_UCG-014"	" g__Clostridia_UCG-014"	" s__unidentified"	0	0	0	0	0.00088809946714032	0	0.000251193167545843	0.00198737432779986	0.000681497347028185	0.00100395677080257	0.000591207137482532	0.00474433315761729	0.00326288468668891	0.00152411690873229	0	0.00376336986663145	0.00165849437554081	0.00729674718691194
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__[Eubacterium]_oxidoreducens_group"	" s__uncultured_bacterium"	0.000282119280031597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__uncultured_Clostridiales"	0.0680471703436213	0.0436388508891929	0	0	0.00108545490428261	0.0270170244263509	0.0038306958050741	0.00169511339724106	0.0536435768875043	0.00679147227307624	0	0.00271104751863845	0.110567296996663	0	0.0189997964307525	0.00310312953915225	0.00122584366887799	0.0246937286378125
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__Lachnospiraceae_bacterium"	0	0	0	0	0	0	0	0	0.00627951126904542	0	0	0	0	0	0	0	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__uncultured_bacterium"	0.0345313998758675	0.0127678978568171	0	0.00946203739030904	0.00828892835997632	0.00288675055514434	0.00113036925395629	0.00099368716389993	0.00165506498563988	0.00791354160514971	0.0018273675158551	0.0107688831990361	0	0	0	0	0	0.00168977303275855
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_NK4A136_group"	" s__Clostridiales_bacterium"	0	0	0	0.0021365890881343	0	0	0	0	0	0	0	0.00564801566383011	0	0	0.00223926172219583	0.00145252872045425	0	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__GCA-900066575"	" s__uncultured_bacterium"	0.00332900750437285	0.00259917920656635	0	0	0	0	0	0.00111059153612345	0	0	0	0	0.00378197997775306	0	0.000949989821537626	0	0	0.000268827527938861
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__[Eubacterium]_ventriosum_group"	" s__uncultured_Clostridiales"	0.00660159115273938	0.00410396716826265	0.000284684000759157	0.000763067531476536	0.00621669626998224	0.00532938564026647	0.00087917608641045	0.00280570493336451	0.00408898408216911	0.00779542904387882	0.000859937654520047	0	0.00163144234334446	0.00363098440021517	0	0	0.00302855494663975	0.00334114213295441
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__[Eubacterium]_xylanophilum_group"	" s__uncultured_bacterium"	0.0307510015234441	0.0145918832649339	0.00109128866957677	0.0122853872567722	0.00187487665285179	0.00355292376017765	0	0.00169511339724106	0.0018984568952928	0.00354337683812673	0.00209609803289262	0.00165675126139016	0.0146088246199481	0.00152411690873229	0.00400352853362285	0.00264096130991681	0.00230747043553504	0
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__uncultured"	" s__unidentified"	0.000564238560063195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230423595376167
